tour_id|tour_user_id|tour_name|tour_description|tour_starter_point|URL|tour_price|tour_child_price|tour_viality_from|tour_viality_to|tour_created_at|tour_update_at|tour_days|tour_nights|tour_state|tour_hounsing_type|tour_country_id|tour_housing_name|tour_stock|tour_commision|tour_in_home|tour_is_canatour|tour_blocked|tour_adult_foreigner_price|tour_child_foreigner_price|tour_purchase_time|tour_min_passenger|tour_published_on|tour_name_en|tour_translation_mode|tour_list_price|tour_duration_in_hours|tour_language|tour_start_time|tour_cancellation_policy|tour_reservations_count|tour_city|name of tour operator|tour_distribution|pago nulo|pago aprobado|pago expirado|pago extornado|pago no procesado|pago pendiente|por pagar
200 |114 |Pingüinos y Lobos de Mar-Navegación Islas Magdalena y Marta |   Cabo Froward, el Punto más Austral del mundo Continental, Glaciares, Ballenas Jorobadas, Ballenas Sei, Delfines Australes, Toninas Overas, Pingüinos Magallánicos son parte de las maravillas naturales de esta Austral zona del Estrecho de Magallanes y Tierra del Fuego.    Nuestro itinerario marino comprende: Zarpe desde Punta Carrera, Punta Santa Ana, promontorio en el que se ubica el Fuerte Bulnes, Faro San Isidro, Stop para dejar pasajeros en Campamento “Cabo Froward”, Cabo Froward, Cabo Holland, Isla Rupert, Paso Inglés, Paso Shag, Seno Helado y retorno a Punta Carrera.    En uno de los lugares más remotos y prístinos del planeta. Una travesía de día completo nos hará sentir la naturaleza en su estado más natural, saliendo muy temprano desde nuestras oficinas, recorreremos en bus hasta nuestro embarque a 50 Kilómetros al sur de Punta Arenas, para luego navegar por espacio de 10 horas: Una travesía imperdible donde podremos disfrutar de un paisaje único rodeado de montañas, glaciares y bosques de lengas y coihues. La vida marina presente en la zona no nos dejara de sorprender por su cercanía y abundancia: lobos marinos, petreles, cormoranes, delfines australes, etc. Nos harán sentir que aquí la naturaleza se siente y se vive.    |  Punto de partida: José Nogueira #1255.  Coordinar con el operador.   Dias de operación: de Lunes a Domingo     Temporada: Desde Octubre hasta el 31 de Marzo     |pinguinos-y-lobos-de-mar-navegacion-islas-magdalena-y-marta |94667 |94667 |2019-10-01 |2022-12-31 |2019-11-05 07:58:32 |2022-03-18 16:56:35 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |94667 |94667 |32 |2 |2020-01-06 |Penguins and Sea Lions-Navigation Magdalena and Marta Islands |auto |94667 |6 |Español,Inglés |06:30 |100p-7days |0 |Magallanes Y De La Antártica Chilena |SOLOEXPEDICIONES |Turismoi - E-Comerce |1 |1 |0 |0 |0 |0 |1
201 |118 |2 Dias 1 Noche P. Nacional Isluga y Laguna Roja |    Este paquete turístico es espectacular para el turista aventurero off road    Te brinda las bondades de conocer una diversidad de flora y fauna típica de toda la zona, en todo el recorrido altiplanico, podrás disfrutar de las aguas termales naturales y virgen, increíbles paisajes con sus volcanes y montañas nevadas, geiser con chorros de aguas calientes que superan los 15 metros de altura y durante el invierno entre julio y octubre, hay bajas temperaturas y forman montañas de hielo al congelarse, bosques de cactus gigantes, juntos al salar de coypasa limite con la frontera de bolivia,  Te permite disfrutar de un safari fotográfico de ganaderías camelidas de alpacas y llamas y un gran numero de avistamientos de aves y flora, podrás visitar una de las pocas lagunas rojas en el planeta, puedes descubrir el motivo de su color rojo, al retorno a la ciudad desde la parte alta en su culminación tendrán una vista panorámica de de un valle de manto verde agrícola que contrasta con los áridos cerros de la quebrada de la comuna de camiña....     |  Se recoge al pasajero de su propio hotel o domicilio.   Se coordina el recojo dias antes y se llama 5 minutos antes del dia del tour.    |2-dias-1-noche-p-nacional-isluga-y-laguna-roja |319667 |NULL |2022-01-01 |2022-12-31 |2019-11-07 00:52:36 |2022-05-25 10:28:26 |2 |1 |published |hotel-1-estrella |NULL |TATA INTI |0 |25 |0 |0 |1 |319667 |NULL |72 |2 |2022-05-25 |2 Days 1 Night P. Nacional Isluga and Laguna Roja |auto |319667 |NULL |Español,Inglés,Portugués,Alemán |07:30 |100p-7days |0 |Tarapacá |SURIRE TOURS |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
202 |87 |Valpoart: Arte y Revolución en Valparaíso |  Un recorrido por las diversas expresiones urbanas en Valparaíso entorno desde las protestas sociales de Octubre expresadas en los diversos muros de la ciudad.   Conoce como la ciudad ha sido uno de los escenarios de esta revolución social chilena.   |  Plaza Sotomayor, entrada del Monumento Naval.   Dias de operación: de Lunes a Domingo    |valpoart-arte-y-revolucion-en-valparaiso |16000 |16000 |2019-11-09 |2022-12-31 |2019-11-07 18:27:38 |2022-02-21 12:58:58 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |16000 |16000 |24 |2 |2019-11-12 |Valpoart: Art and Revolution in Valparaíso |auto |16000 |3 |Español,Inglés,Francés |10:00 |non-refundable |0 |Valparaíso |Ecomapu Travel |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
203 |114 |Full Day Ballenas, Pingüinos y Glaciares |  Cabo Froward, el Punto más Austral del mundo Continental, Glaciares, Ballenas Jorobadas, Ballenas Sei, Delfines Australes, Toninas Overas, Pingüinos Magallánicos son parte de las maravillas naturales de esta Austral zona del Estrecho de Magallanes y Tierra del Fuego.  En uno de los lugares más remotos y prístinos del planeta. Una travesía de día completo nos hará sentir la naturaleza en su estado más natural, saliendo muy temprano desde nuestras oficinas, recorreremos en bus hasta nuestro embarque a 50 Kilómetros al sur de Punta Arenas, para luego navegar por espacio de 10 horas: Una travesía imperdible donde podremos disfrutar de un paisaje único rodeado de montañas, glaciares y bosques de lengas y coihues. La vida marina presente en la zona no nos dejara de sorprender por su cercanía y abundancia: lobos marinos, petreles, cormoranes, delfines australes, etc. Nos harán sentir que aquí la naturaleza se siente y se vive.  Nuestro itinerario marino comprende: Zarpe desde Punta Carrera, Punta Santa Ana, promontorio en el que se ubica el Fuerte Bulnes, Faro San Isidro, Stop para dejar pasajeros en Campamento “Cabo Froward”, Cabo Froward, Cabo Holland, Isla Rupert, Paso Inglés, Paso Shag, Seno Helado y retorno a Punta Carrera.   |  Dirección: José Nogueira 1255, Punta Arenas, Chile.   Dias de operación: de Lunes a Domingo    Temporada:  Desde 12 de Febrero al 27 de Abril   |full-day-ballenas-pinguinos-y-glaciares |243750 |121875 |2020-01-02 |2022-12-31 |2019-11-08 06:50:33 |2022-03-14 11:44:02 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |0 |243750 |121875 |32 |1 |2020-01-06 |Full Day Whales, Penguins and Glaciers |auto |243750 |NULL |Español,Inglés |04:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |SOLOEXPEDICIONES |Turismoi - E-Comerce |3 |0 |0 |1 |0 |0 |0
204 |120 |Full Day Parque Pingüino Rey y Tierra del Fuego |   Fin del mundo donde empieza la aventura .  Un viaje que te invita a conocer el concepto Patagonia en su totalidad, una travesía hacia la mística Tierra del Fuego, donde se entrelaza  la historia y la fuente del progreso de ésta región austral.   Una navegación a través del Estrecho de Magallanes nos conecta con la mágica Isla, donde apreciaremos su pasado ligado a los selk’nam, estos fuertes hombres y mujeres indígenas que hicieron su vida entre la nieve y el viento, y que dejaron un legado cultural y espiritual, que hoy se transforma en pieza artística en cualquier parte de la Patagonia.   |  Desde:  Magallanes Y De La Antártica Chilena.   Nuestras unidades móviles pasan a recogerlos desde la dirección del hospedaje o domicilio.  Coordinar con el operador.   Dias de operación: de Miercoles a Domingo    |full-day-parque-pinguino-rey-y-tierra-del-fuego |80000 |66667 |2019-11-11 |2022-12-31 |2019-11-09 10:52:14 |2022-02-21 12:30:24 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |80000 |66667 |32 |1 |2020-01-06 |Full Day King Penguin Park and Tierra del Fuego |auto |80000 |8 |Español,Inglés |07:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |Transporte y Turismo  Fin del Mundo  |Turismoi - E-Comerce |2 |0 |1 |2 |0 |0 |0
205 |126 |Geysers del Tatio |  Sin dudas el tour de los Geysers del Tatio es uno de los paseos más impactantes y completos que tenemos para ofrecer.   Aquí podremos conocer uno de los campos Geotermales mas grandes del mundo ubicado a 4.300 metros de altura.  Podremos disfrutar también de las variadas opciones que el desierto de atacama tiene para ofrecer como baño de aguas termales, avistamiento de flamencos y diversidad de fauna y flora y pasear por pueblos típicos atacameños y conocer sus costumbres. Acompañanos!   |  Recogida en hotel (ubicado en San Pedro de Atacama) de  04:30  a  05:00 am.   Vuelta a San Pedro de Atacama a las  12:30 m.    Coordinar con el operador.    Dias de operación: de Lunes a Domingo    |geysers-del-tatio |35000 |35000 |2019-11-14 |2022-12-31 |2019-11-14 10:27:59 |2022-02-21 12:04:20 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |35000 |35000 |24 |1 |2020-09-22 |Tatio Geysers |auto |35000 |8 |Español,Inglés |04:30 |100p-7days |0 |Antofagasta |Pukarumi Travel |Turismoi - E-Comerce |8 |0 |0 |0 |0 |0 |1
206 |126 |Lagunas Escondidas de Baltinache |  Ven a disfrutar de de estas 7 lagunas turquesas  con el Tour Lagunas Escondidas. Localizadas en el sector sureste del  gran Salar de Atacama, este conjunto de lagunas contienen 8 veces mas sal que el agua de mar, lo que va a permitirles experimentar el efecto flotante de ellas.  El circuito incluye también paradas donde podremos conocer mejor las cordilleras mas famosas del desierto, un snack sin igual y una puesta del sol encantadora en el Parador Lickanantay  Vamos!     |  Agencia de Turismo en Calle Caracoles (ubicado en San Pedro de Atacama).  Coordinar con el operador.   Dias de operación: de Lunes a Domingo    |lagunas-escondidas-de-baltinache |30000 |30000 |2019-11-14 |2022-12-31 |2019-11-14 12:29:56 |2022-02-21 12:07:31 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |30000 |30000 |24 |1 |2020-09-22 |Hidden Lagoons of Baltinache |auto |30000 |6 |Español,Inglés |14:25 |100p-7days |0 |Antofagasta |Pukarumi Travel |Turismoi - E-Comerce |3 |2 |0 |1 |0 |0 |0
207 |129 |Tour por las Islas de Pascua- Full Day |Disfruta de un espectacular recorrido por la costa nor/sudeste de la isla en compañía de un guía local. Un tour que te dejará impactado con los pasajes y la alucinante cultura rapa nui.  Queremos compartir contigo este legado único que han dejado los ancestros, queremos compartir historia, cultura y paisajes de una forma inolvidable y responsable, cuidando nuestra isla, medio ambiente y todos los visitantes.   Nuestros guías están altamente capacitados y con ganas de enseñarte mucho mas de lo que está acá descrito.  |   Desde Hanga Roa.  Recepción de hotel o alojamiento.  Una vez reservado, se coordina con el operador   |tour-por-las-islas-de-pascua-full-day |40000 |25000 |2019-11-15 |2021-12-31 |2019-11-14 14:23:10 |2020-01-31 18:26:40 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |40000 |25000 |5 |1 |2020-01-22 |Easter Islands Tour - Full Day |auto |40000 |8 |Español,Inglés,Francés |09:30 |100p-7days |0 |Valparaíso |Dream & Discover SPA |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
208 |126 |Valle de la Luna |Sin dudas el  Tour al Valle de la Luna  es uno de los imperdibles de la región. Forma parte de la  Reserva Nacional de los Flamencos  y constituye un paisaje único donde procesos geologicos y climáticos intervienen para originar uno de los escenarios naturales mas impactantes y singulares del mundo.  Recorreremos su superficie similar a la luna, sus  cavernas de sal y mirantes naturales , que forman parte de una actividad que los visitantes del desierto no pueden dejar pasar.  |  Punto de partida: Agencia en Calle Caracoles en  Antofagasta  (ubicado en San Pedro de Atacama).    Coordinar con el operador.    Dias de operacion: de Lunes a Viernes    Importante:  tiene que comprar su entrada con anticipacion en puntoticket.com    |valle-de-la-luna |28000 |28000 |2022-01-01 |2022-12-31 |2019-11-14 15:31:32 |2022-05-25 11:33:30 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |28000 |28000 |24 |1 |2022-05-25 |Valley of the moon |auto |28000 |4 |Español,Inglés |15:55 |100p-7days |0 |Antofagasta |Pukarumi Travel |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
209 |126 |Piedras Rojas + Lagunas Altiplánicas Full Day |  Piedras Rojas es un paseo FULL DAY por el sector sur oeste del desierto de Atacama donde  visitaremos las Lagunas Altiplánicas más reconocidas  del lugar, diversidad de salares, incluyendo el Salar de Atacama, pueblos originarios atacameños y el hermoso Mirador de Piedras Rojas que todo amante de la fotografía y la naturaleza tiene que conocer.  La curiosa fauna andina, como flamencos y vicuñas, se hará presente en nuestra ruta y podremos apreciar de cerca estos magnificos ejemplares. Una propuesta completa con excelente desayuno y almuerzo incluido para apreciar los paisajes excepcionales del desierto chileno.   |  Punto de partida: San Pedro de Atacama.  Entre las 7:30 a.m. y 8:00 a.m., los recogeremos en el hotel (ubicado en San Pedro de Atacama).  Coordinar con el operador.   Dias de operación:  de Lunes a Viernes   |piedras-rojas-lagunas-altiplanicas-full-day |55000 |55000 |2022-01-01 |2022-12-31 |2019-11-14 15:59:08 |2022-05-26 10:18:24 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |55000 |55000 |24 |1 |2022-05-25 |Red Stones + Altiplanic Lagoons Full Day |auto |55000 |NULL |Español,Inglés |07:30 |100p-7days |0 |Antofagasta |Pukarumi Travel |Turismoi - E-Comerce |2 |0 |0 |2 |0 |0 |0
210 |128 |Tour Valparaíso Viña del Mar Grupos Pequeños |Conoceremos las 2 ciudades turísticas mas importante de la región, Valparaíso patrimonio de la Humanidad con sus hermosos miradores nos introduciremos en el corazón de los Cerros para caminar y ver su arquitectura, luego visitaremos Viña del Mar ciudad Jardín recorreremos su borde costero para apreciar sus playas mas importantes y su arquitectura mas nueva. |  Punto de partida: Valparaíso.  Recogida en su hotel.   Coordinar su salida con el operador.   |tour-valparaiso-vina-del-mar-grupos-pequenos |20000 |12000 |2019-11-16 |2020-12-30 |2019-11-15 09:46:56 |2020-01-02 16:32:37 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |20000 |12000 |12 |1 |2020-01-02 |Tour Valparaíso Viña del Mar Small Groups |auto |20000 |NULL |Español,Inglés,Portugués |07:00 |100p-7days |0 |Valparaíso |TAC Turismo |Turismoi - E-Comerce |1 |0 |0 |0 |0 |0 |0
211 |129 |Full Day Explore | Disfruta de un espectacular recorrido por puntos imperdibles de la isla en compañía de un guía local.   Si vienes a Rapa Nui, no puedes perderte la experiencia de conocer las cavernas y la ciudad ceremonial.  Un tour que te dejará impactado con los pasajes y la alucinante cultura Rapa Nui.   |Recepción de Hotel o Alojamiento. |full-day-explore |45000 |22500 |2019-11-17 |2021-08-12 |2019-11-15 14:55:37 |2019-11-15 14:55:39 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |70 |35 |6 |1 |NULL |Full Day Explore |auto |45000 |NULL |Español,Inglés,Francés |09:30 |100p-7days |0 |Valparaíso |Dream & Discover SPA |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
212 |134 |3 Dias en San Pedro de Atacama | 3 días en San Pedro de Atacama:   – Tour a Valle de la Luna   15:00 a 19:30 Salida: Caracoles 400 Expedicion Chajnantor    – Tour a Lagunas Altiplánicas, y Piedras Rojas   06:30 a 17:30 recogida al hostal    – Tour a Geysers del Tatio y Cañon de Guatin   04:30 a 12:30 recogida al hostal      Qué llevar:    – Ropa abrigada  – Calzado cómodo  – Gorro  – Anteojos de sol  – Bloqueador solar  – Agua  – Binoculares Intinerario \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t  \t\t\t\t\t\t\t  \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t Día 1 \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tHorario : 3:00 pm \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t  \t\t\t\t\t\t\t  \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tTour a Valle de la Luna \t\t\t\t\t\t\t\t                                \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t \t\t\t\t\t\t\t  \t\t\t\t\t\t  \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t  \t\t\t\t\t\t\t  \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t Día 2 \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tHorario : 6:30 am \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t  \t\t\t\t\t\t\t  \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tTour a Lagunas Altiplánicas, y Piedras Rojas \t\t\t\t\t\t\t\t                                \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t \t\t\t\t\t\t\t  \t\t\t\t\t\t  \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t \t\t\t\t\t\t\t  \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t Día 3 \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tHorario : 4:30 am \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t  \t\t\t\t\t\t\t \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t  Tour a Geysers del Tatio y Cañon de Guatin       Incluye:    – Transporte compartido para todos los transfers y tours.  – Guía bilingue (español e inglés) para todos los tours.  – Recogida al hotel para los tours, Lagunas Altiplánicas y Geysers del Tatio.  – Desayuno para los tours Lagunas Altiplánicas y Geysers del Tatio.      No Incluye:     – Entrada a Valle de la Luna ($3.000 por persona).  – Entrada a Lagunas Altiplánicas ($3.000 por persona).  – Entrada a Laguna Chaxa ($2.500 por persona).  – Entrada a Geysers del Tatio ($7.000 por persona para chilenos y $10.000 por persona para extranjeros).  – Recogida en el hotel para el tour al Valle de la Luna y Laguna Cejar  (estos tours salen desde un punto de encuentro en el centro del pueblo).         | 3 días en San Pedro de Atacama:   – Tour a Valle de la Luna   15:00 a 19:30 Salida: Caracoles 400 Expedicion Chajnantor    – Tour a Lagunas Altiplánicas, y Piedras Rojas   06:30 a 17:30 recogida al hostal    – Tour a Geysers del Tatio y Cañon de Guatin   04:30 a 12:30 recogida al hostal             |3-dias-en-san-pedro-de-atacama |100000 |100000 |2019-11-18 |2020-03-31 |2019-11-17 13:30:25 |2019-11-17 13:30:27 |3 |2 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |100000 |100000 |12 |1 |NULL |3 Days in San Pedro de Atacama |auto |100000 |NULL |Español,Inglés,Portugués |16:00 |100p-7days |0 |Antofagasta |Expediciones chajnantor |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
213 |130 |Cena y Show en Tera'Ai |Tera'ai ofrece una  experiencia cultural y gastronómica  en todo su esplendor.   La intención siempre es mantener viva la  cultura rapa nui, sus tradiciones, su música, su historia, su baila y su alegría.  Para que así, el mundo entero llegue a conocerla.   |   Desde Hanga Roa . El servicio cuenta con transfer, ida y vuelta a su lugar de estadía.   El restaurant está ubicado en la calle Kaituoe, cercano al hospital.   Dias de operación: de Lunes a Domingo    |cena-y-show-en-tera-ai |50000 |25000 |2019-11-18 |2022-12-31 |2019-11-18 17:53:03 |2022-02-21 13:10:07 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |50000 |25000 |24 |1 |2020-01-10 |Dinner and Show in Tera'Ai |auto |50000 |2 |Español,Inglés,Portugués |20:00 |100p-7days |0 |Valparaíso |Restaurant Tera'ai |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
214 |120 |Full Day Torres del Paine desde Punta Arenas |Tour de día completo a los principales atractivos del  Parque Nacional Torres del Paine + Monumento Natural Cueva del Milodón , con la seguridad de guías acreditados y conductores con años de experiencia en la Patagonia.  |  Lugar de alojamiento en Punta Arenas   Coordinar con el operador.   Dias de operación: de Lunes a Domingo    |full-day-torres-del-paine-desde-punta-arenas |53333 |40000 |2019-11-20 |2022-12-31 |2019-11-20 14:00:25 |2022-05-20 15:49:39 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |53333 |40000 |48 |1 |2020-01-06 |Full Day Torres del Paine from Punta Arenas |auto |53333 |NULL |Español,Inglés |05:00 |100p-7days |1 |Magallanes Y De La Antártica Chilena |Transporte y Turismo  Fin del Mundo  |Turismoi - E-Comerce |36 |15 |0 |0 |0 |1 |7
215 |140 |Tour por Lo Mejor de Chile 10d/9n | Visita  lo mejor de Chile  en este paquete que te ofrece alojamiento y transporte.    Santiago de Chile   Islas de Pascua   San Pedro de Atacama   |   Desde Santiago.  Los turistas serán recogidos en el hotel en Antofagasta Metropolitana De Santiago   Una vez reservado, se coordina con el operador.   |tour-por-lo-mejor-de-chile-10d-9n |0 |0 |2022-01-01 |2022-12-31 |2019-11-25 15:33:19 |2022-06-13 10:10:27 |10 |9 |unpublished |hotel-4-estrellas |NULL |Hotel 4 estrellas |0 |25 |0 |0 |0 |0 |0 |72 |2 |2020-01-22 |Tour of the Best of Chile 10d / 9n |auto |0 |NULL |Español |08:00 |100p-7days |0 |Antofagasta |Ada Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
216 |130 |Show Cultural Rapa Nui |Show cultural con  Orígenes Rapa Nui.     Música en vivo, show interactivo y narrado  para dar a conocer sobre la historia y cultura rapa nui.   |   Desde Valparaíso   El servicio cuenta con transfer ida y vuelta a su lugar de estadía.   Coordinar con el operador.   Dias de operación: de Lunes a Domingo    |show-cultural-rapa-nui |20000 |10000 |2019-11-30 |2022-12-31 |2019-11-26 16:08:24 |2022-02-21 13:10:49 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |20000 |10000 |24 |1 |2020-01-10 |Rapa Nui Cultural Show |auto |20000 |2 |Español,Inglés,Portugués |21:30 |100p-7days |0 |Valparaíso |Restaurant Tera'ai |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
217 |140 |Ancient Chile |   Santiago de Chile – Easter Island –  San Pedro de Atacama               |   The tourists will be picked up at the hotel in Antofagasta Metropolitana De Santiago   Call the operator to confirm the exactly point and time.   |ancient-chile |2346025 |4148078 |2019-11-30 |2020-12-20 |2019-11-28 02:56:48 |2020-01-02 16:42:37 |10 |9 |unpublished |hotel-4-estrellas |NULL |Hotel Victoria |0 |25 |0 |0 |0 |2346025 |4148078 |72 |2 |NULL |Ancient Chile |auto |2346025 |NULL |Inglés |08:00 |100p-7days |0 |Antofagasta |Ada Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
218 |128 |Tour Parque Aconcagua Argentina Laguna del Inca |  Conoceremos la montaña mas alta de América Latina con 6.970 mts de altura cruzando hacia Argentina, un tour asombroso único que te llevara por parte de la historia de Chile y con paisajes naturales nunca antes vistos, realizaremos un Trecking de 2 horas en medio de la cordillera en el Parque Aconcagua.   |  Salida desde:  Valparaíso   Recogida en su Hotel.   Coordinar con el operador.   |tour-parque-aconcagua-argentina-laguna-del-inca |85000 |40000 |2019-12-16 |2021-12-31 |2019-12-15 19:19:46 |2020-04-06 09:13:07 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |85000 |40000 |0 |2 |2020-04-06 |Tour Aconcagua Park Argentina Laguna del Inca |auto |85000 |2 |Español,Inglés,Portugués |06:30 |100p-7days |0 |Valparaíso |TAC Turismo |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
219 |147 |Ruta Al Gran Valle del Elqui |  Conocerás uno de los destinos turísticos más atractivos de Chile y el mundo donde nacen los <i>paisajes y los tesoros culturales</i> más emblemáticos del país. Antiguos pueblos indígenas, iglesias y casas haciendas de los primeros <i>conquistadores</i>, rodeadas por montañas piramidales llenas de <i>minerales</i> dan vida a cultivos tropicales, desérticos y mediterráneos junto a las bodegas de vinos y piscos más reconocidos del país. Descubrirás el arte de los <i>Diaguitas,</i> el legado de los <i>Incas</i>, los orígenes y la evolución del vino y el <i>pisco chileno</i>, la <i>poesía nobel</i> de Mistral, los observatorios astronómicos y sus misteriosas comunidades <i>new age</i>.   |Las salidas son desde el Caso Antiguo de La Serena y la Avenida del Mar |ruta-al-gran-valle-del-elqui |37000 |25000 |2019-12-23 |2020-03-31 |2019-12-23 13:58:02 |2020-01-07 12:48:13 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |37000 |25000 |48 |3 |NULL |Route to the Great Elqui Valley |auto |37000 |NULL |Español,Inglés |08:30 |100p-7days |0 |Coquimbo |Turismo TEMBETA |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
220 |150 |Habitantes del Trankurra desde Curarrehue |  Huerta y protección de semillas - Producción Sustentable Local Programa por el día.  Los visitantes y el guía local se reunirán en la plaza de Kurarewe para trasladarse 11 km. en vehículo hasta Pocolpén.  Allí serán recibidos por una protectora de semillas. La anfitriona realizará un recorrido por su huerta agroecológica, compartiendo sus amplios conocimientos sobre plantas, las historias de sus semillas y el uso medicinal que se le otorga a cada una de ellas.   Al medio día llegarán a la comunidad Camilo Coñuequir Lloftonekul, donde un pequeño agricultor compartirá sus saberes sobre la vida campesina mapuche. El almuerzo será en Ruka Trankura donde podrán degustar una comida basada en alimentos tradicionales de la cocina mapuche.   Por la tarde conocerán un criadero de patos, en donde una familia franco-mapuche compartirá el trabajo que realizan. En el mismo sector visitarán a una mujer que elabora productos a base de miel y hierbas naturales. Allí podrán conocer su taller y el proceso que realiza para fabricar jabones, shampoo, cremas, entre otros.   Luego realizarán una caminata hasta el salto de Copihupulli concluyendo así el programa.   |   Desde Curarrehue:  El guía se reunirá con los visitantes en la plaza para dar inicio a las actividades.  Una vez reservado, se coordina con el operador.   Dias de operación: de Lunes a Domingo    |habitantes-del-trankurra-desde-curarrehue |119070 |99000 |2019-12-27 |2022-12-31 |2019-12-27 11:42:34 |2022-02-21 13:13:18 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |119070 |99000 |24 |2 |2020-08-11 |Inhabitants of Trankurra from Curarrehue |auto |119070 |8 |Español,Inglés,Francés |10:00 |100p-7days |0 |De La Araucanía |Rutas Ancestrales Araucarias |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
221 |151 |Ice Hike Glaciar Grey |La caminata en hielo, exclusiva de BigFoot, es una actividad de aproximadamente 5 horas de duración. La excursión inicia con el desplazamiento de nuestros guías y pasajeros, a través de nuestro bote, hacia la isla incrustada en el medio del glaciar. Una vez ahí, iniciamos una caminata que puede durar entre 40 minutos y 1 hora hasta llegar al acceso al hielo. Este trayecto es cerro arriba en terreno rocoso y tiene una dificultad media. |Base Bigfoot, Lago Grey, Parque Nacional Torres del Paine, Región de Magallanes, Chile.    |ice-hike-glaciar-grey |106900 |106900 |2019-09-20 |2020-04-30 |2019-12-27 13:33:04 |2019-12-27 15:30:36 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |106900 |106900 |30 |1 |NULL |Ice Hike Glacier Gray |auto |106900 |5 |Español,Inglés |08:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |Bigfoot Patagonia |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
