tour_id|tour_user_id|tour_name|tour_description|tour_note|tour_includes|tour_not_includes|tour_starter_point|URL|tour_price|tour_price_note|tour_child_price|tour_viality_from|tour_viality_to|tour_created_at|tour_update_at|tour_days|tour_nights|tour_state|tour_hounsing_type|tour_country_id|tour_housing_name|tour_stock|tour_commision|tour_in_home|tour_is_canatour|tour_blocked|tour_adult_foreigner_price|tour_child_foreigner_price|tour_purchase_time|tour_min_passenger|tour_published_on|tour_name_en|tour_translation_mode|tour_list_price|tour_duration_in_hours|tour_language|tour_start_time|tour_cancellation_policy|tour_reservations_count|tour_city|name of tour operator|tour_distribution|pago nulo|pago aprobado|pago expirado|pago extornado|pago no procesado|pago pendiente|por pagar
342 |258 |Full Day Isla Quinchao en Chiloé |<div>A través de este tour podremos conocer la&nbsp;Isla de Quinchao, la cual se destaca por su historia, arquitectura, religiosidad y folklore.</div><div><br></div><div>También visitaremos el&nbsp;pueblo de Achao, el más extenso fuera de la isla grande y el principal de entre los pueblos chilotes, por lo cual es muy visitado por habitantes de las islas menores, que acuden a estudiar o a realizar actividades comerciales. El pueblo es destacado por su tradicional arquitectura. Además, conoceremos el&nbsp;pueblo de Dalcahue, su feria artesanal y su iglesia, la cual es&nbsp;Patrimonio de la Humanidad.</div><div><br></div><div><b>¡Te esperamos!</b></div> |<ol><li><b>QUE LLEVAR?<br></b>Zapatos adecuados<br>Protector Solar<br>Agua</li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li><li>Infantes (Edad 0-2)</li></ol> |<ul><li>Traslados (en tierra y en transbordador)</li><li>Guía Calificado</li></ul> |<ul><li>Almuerzo, bebidas</li><li>Donaciones a Iglesias</li></ul> |<ul><li>Pick up y Drop Off: Hoteles en Castro</li><li><b>Dias de operación: </b>de Lunes a Domingo&nbsp;</li></ul> |full-day-isla-quinchao-en-chiloe |82000 |NULL |82000 |2021-06-25 |2022-12-31 |2021-06-25 15:47:30 |2021-06-28 15:41:17 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |82000 |82000 |24 |2 |2021-06-28 |Full Day Isla Quinchao in Chiloé |auto |82000 |8 |Español,Inglés |09:30 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
343 |258 |Full Day Parque Aventura Chaiguen |<div>A través de este tour podremos conocer la&nbsp;Isla de Quinchao, la cual se destaca por su historia, arquitectura, religiosidad y folklore.</div><div><br></div><div>También visitaremos el&nbsp;pueblo de Achao, el más extenso fuera de la isla grande y el principal de entre los pueblos chilotes, por lo cual es muy visitado por habitantes de las islas menores, que acuden a estudiar o a realizar actividades comerciales. El pueblo es destacado por su tradicional arquitectura.</div><div><br></div><div>Además, conoceremos el&nbsp;pueblo de Dalcahue, su feria artesanal y su iglesia, la cual es&nbsp;Patrimonio de la Humanidad.</div><div><br></div><div><b>¡Te esperamos!</b></div> |<ol><li><b>QUE LLEVAR?:<br></b>Ropa y calzado cómodos<br>Traje de baño<br>Protector solar</li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li><li>Infantes (Edad 0-2)</li></ol> |<ul><li>Traslados</li><li>Entradas Parque Chaiguen y Tocoihue</li><li>Guía&nbsp;</li></ul> |<ul><li>Almuerzo</li><li>Actividades extra (rappel, canopy, kayak, etc.)</li></ul> |<ul><li><span><b>Pick up y drop off: </b>Hoteles en Castro</span></li><li><span><b>Dias de operación: </b>de Lunes a Domingo</span></li></ul><br><div><br></div> |full-day-parque-aventura-chaiguen |92000 |NULL |92000 |2021-06-25 |2022-12-31 |2021-06-25 16:13:56 |2021-06-28 15:45:35 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |92000 |92000 |24 |2 |2021-06-28 |Chaiguen Adventure Park Full Day |auto |92000 |8 |Español,Inglés |09:30 |100p-24hours |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
344 |258 |Muelle de la Luz en Chiloé |<div>El&nbsp;Muelle de la Luz&nbsp;es una estructura de madera realizada por un conocido escultor de Chiloé, que&nbsp;conforma una trilogía de miradores que busca relevar la identidad de este maravilloso lugar de acantilados.&nbsp;</div><div><br></div><div>Durante este tour, además de visitar el&nbsp;Muelle de la Luz&nbsp;y disfrutar de sus&nbsp;impresionantes vistas, conoceremos más sobre la naturaleza que habita la isla, navegando por el&nbsp;río Chepu, y degustando platos típicos de la zona.</div><div><br></div><div><b>¡No te lo pierdas!</b></div> |<ol><li><b>QUE LLEVAR?:<br></b>Zapatos adecuados<br>Protector Solar<br>Agua</li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li><li>Infantes (Edad 0-2)</li></ol> |<ul><li>Traslados</li><li>Entrada navegación</li><li>Entrada Muelle de la Luz</li><li>Entrada a maderocarril</li><li>Guía Calificado (Español)</li></ul> |<ul><li>Almuerzo, bebidas</li></ul> |<ul><li><span><b>Pick up y drop off: </b>Hoteles seleccionados en Castro</span></li><li><span><b>Dias de operación:</b> de Lunes a Domingo</span></li></ul><div><br><br></div> |muelle-de-la-luz-en-chiloe |113000 |NULL |113000 |2021-06-25 |2022-12-31 |2021-06-25 16:38:07 |2021-06-28 15:49:15 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |113000 |113000 |1 |2 |2021-06-28 |Dock of Light in Chiloé |auto |113000 |8 |Español,Inglés |09:30 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
345 |258 |Cascadas de Tocoihue y Pueblos Costeros |<div>A través de este tour realizaremos un recorrido por los pueblos costeros del noreste de la isla de Chiloé, además de conocer las hermosas cascadas de Tocoihue, con más de 40 metros de altura.</div><div><br></div><div>Conoceremos los pueblos de Dalcahue, San Juan, Tenaun, Popetan y por último la isla Aucar, aprendiendo más sobre su historia, costumbres, fauna y por supuesto la flora autóctona que habita en este lugar tan especial.&nbsp;</div><div><br></div><div><b>¡Reserva tu lugar ahora!</b></div> |<ol><li><b>QUE LLEVAR?<br></b>Zapatos adecuados<br>Protector Solar<br>Agua</li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li><li>Infantes (Edad 0-2)</li></ol> |<ul><li>Traslados</li><li>Entrada Cascada de Tocoihue</li><li>Entrada Museo Francisco Coloane</li><li>Guía Calificado</li></ul> |<ul><li>Almuerzo, bebidas</li><li>Donaciones a Iglesias</li></ul> |<ul><li><span><b>Pick up y drop off:</b> Hoteles en Castro</span></li><li><span><b>Dias de operación: </b>de Lunes a Domingo</span></li></ul><br><div><br></div> |cascadas-de-tocoihue-y-pueblos-costeros |92000 |NULL |92000 |2021-06-25 |2022-12-31 |2021-06-25 16:53:29 |2021-06-28 15:53:15 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |92000 |92000 |24 |2 |2021-06-28 |Tocoihue Waterfalls and Coastal Towns |auto |92000 |8 |Español,Inglés |09:30 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
346 |258 |Trekking Punta Pirulil y Muelle de las Almas |<div>Te invitamos a realizar un&nbsp;trekking&nbsp;por la zona de&nbsp;Punta Pirulil&nbsp;hasta llegar a la reconocida obra de arte inspirada en leyendas locales: el&nbsp;Muelle de las Almas.&nbsp;</div><div><br></div><div>Además de recorrer la zona, conoceremos el pueblo de&nbsp;Cucao, aldea indígena que cuenta con una Iglesia desde 1734, y también visitaremos el&nbsp;Parque Nacional Chiloé, donde realizaremos una caminata&nbsp;para avistar fauna y flora locales.&nbsp;</div><div><br></div><div><b>¡No te pierdas esta experiencia!</b></div> |<div><ol><li><b>REQUISITOS FISICOS:&nbsp;</b>El tour incluye trekking por sendero en subida y caminata suave.</li><li><b>NIVEL DE EXIGENCIA:&nbsp;</b>Media</li><li><b>QUE LLEVAR?:<br></b>Zapatos de trekking<br>Protector Solar<br>Agua si se desea</li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li></ol></div><div><div><div>Infantes (Edad 0-2)</div></div></div> |<ul><li>Traslados</li><li>Entrada Punta Pirulil</li><li>Entrada Parque Nacional</li><li>Guía Calificado</li></ul> |<ul><li>Almuerzo, bebidas</li><li>Propinas (opcionales)</li><li>Adicionales no mencionados en itinerario</li></ul> |<ul><li><span><b>Pick up y Drop off:</b> Hoteles en Castro</span></li><li><span><b>Dias de operación: </b>de Lunes a Domingo</span></li></ul><br><div><br></div> |trekking-punta-pirulil-y-muelle-de-las-almas |92000 |NULL |92000 |2021-06-25 |2022-12-31 |2021-06-25 17:07:15 |2021-06-28 16:20:04 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |92000 |92000 |24 |2 |2021-06-28 |Punta Pirulil and Muelle de las Almas trekking |auto |92000 |8 |Español,Inglés |09:00 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
347 |258 |Navegacion Al Glaciar Grey en Torres del Paine |<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div> |<ol><li><b>IMPORTANTE:&nbsp;</b>Esta caminata NO es apta para todo tipo de público. Cada pasajero debe hacerse responsable de analizar su estado de salud y decidir si es apto para participar de esta excursión.</li><li><b>NIVEL DE EXIGENCIA: </b>Baja</li><li><b>QUE LLEVAR?:</b><br>Ropa abrigada, gorro y guantes, anteojos de sol con filtro UV, zapatos de trekking, protector solar, agua embotellada y documentación requerida.</li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)&nbsp;</li><li>Infantes (Edad 0-2)</li></ol> |<ul><li>Navegación</li><li>Guía profesional</li></ul> |<ul><li>Los precios NO incluyen el costo de las entradas a parques, extras y otros no especificados en el itinerario</li><li>No incluye pick up en hoteles en Torres del Paine</li></ul> |<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div> |navegacion-al-glaciar-grey-en-torres-del-paine |125536 |NULL |125536 |2022-01-01 |2022-10-30 |2021-06-28 09:06:50 |2022-02-23 11:52:48 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |125536 |125536 |72 |1 |2021-06-30 |Navigation to the Gray Glacier in Torres del Paine |auto |125536 |4 |Español,Inglés |09:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |Tangol |Turismoi  |9 |0 |0 |0 |0 |0 |0
348 |258 |Visita a Estancia Patagonica en Bahía Esperanza |¡Te invitamos a conocer cómo vivían los antiguos pioneros hace más de 100 años en la Patagonia chilena!<span>&nbsp;<br><br>Con este tour, pasaremos un día en una exclusiva&nbsp;</span>estancia patagónica, donde podremos elegir una gran cantidad de actividades a realizar como por ejemplo&nbsp;cabalgatas,&nbsp;ciclismo,&nbsp;navegación&nbsp;o&nbsp;trekking, a través de distintas rutas especiales que nos dejarán gratamente sorprendidos.<br><br>Al llegar serás recibido con un desayuno compuesto por café, mate o té con pan casero. Disfrutarás también de un&nbsp;almuerzo patagónico&nbsp;compuesto de cordero o asado, diversas ensaladas y bebidas.<br><div><br></div> |<ol><li><b>Mínimo de edad para realizar las excursiones: 14 años. Máximo: 65 años.</b></li><li>Las actividades a realizar se podrán elegir en la Estancia, dependiendo de las condiciones climáticas.</li></ol><br> |<ul><li>Traslado ida y vuelta en lancha desde Puerto Bories o Puerto Consuelo (a pocos minutos de Puerto Natales) hacia la Estancia</li><li>Recibimiento del anfitrión&nbsp;</li><li>Desayuno liviano y almuerzo patagónico</li><li>Cabalgatas, trekking por lugares inexplorados o paseos en bicicleta por lugares remotos.</li><li>Snack</li><li>Avistamiento de aves en su hábitat natural.</li></ul> |<ul><li>Traslado desde/hacia Puerto Bories o Puerto Consuelo</li><li>Gastos extras no mencionados en itinerario, gastos personales, propinas opcionales.</li></ul> |<ul><li><b>Punto de encuentro: </b>Puerto Bories&nbsp;o&nbsp;Puerto Consuelo&nbsp;(el cual se encuentra a pocos minutos de Puerto Natales)&nbsp;</li></ul> |visita-a-estancia-patagonica-en-bahia-esperanza |216000 |NULL |216000 |2021-10-01 |2022-12-31 |2021-06-28 11:54:31 |2021-06-28 16:26:03 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |216000 |216000 |24 |2 |2021-06-28 |Visit to Estancia Patagonica in Bahía Esperanza |auto |216000 |7 |Español,Inglés |09:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
349 |258 |Trekking Glaciar Exploradores |<div>Te invitamos a experimentar una de las actividades más emocionantes y divertidas que tiene la región de Aysén para ofrecer: ¡Podrás caminar sobre el glaciar Exploradores!</div><div><br></div><div>En esta oportunidad te llevaremos desde Puerto Río Tranquilo hasta el Valle Exploradores para realizar un trekking en el cual podrás sentir y experimentar en persona el hielo vivo.</div><div><br></div><div>Aprenderemos más sobre este glaciar gracias a nuestros guías expertos mientras miramos por las cuevas de hielo, y nos maravillaremos con el profundo azul de sus aguas.&nbsp;</div><div><br></div><div>Es verdaderamente una experiencia única. ¡No te la pierdas!</div> |<b>REQUISITOS FISICOS</b><br><ol><li>Niños deben calzar al menos 35 e ir acompañados por su padre o madre, (responsabilidad de control del niño).</li><li>No se recomienda menores de 10 años.</li><li>Recomendados para personas con buena condición física.</li><li>No se recomienda para personas con problemas cardiacos, con sobrepeso, o que hayan tenido lesiones recientes.</li></ol><div><b>QUE LLEVAR?</b></div><ol><li>Botas de trekking, caña alta, suela semirrígida (muy importante).</li><li>Capas de ropa (1ª capa/polar, cortaviento/agua, pantalón largo y cubre pantalón en caso de lluvia).</li><li>Guantes, gorro sol y de abrigo, lentes de sol, crema solar.</li><li>Una colación y snacks energéticos para el día.</li><li>Una botella de agua de boca ancha para rellenar con agua del glaciar.</li><li>Se sugiere un cambio de ropa para días lluviosos.</li><li>Mochila pequeña para trasladar sus pertenencias.</li><li><b>Por favor tome en cuenta que las actividades están sujetas a las condiciones climáticas.</b></li><li><b>El horario de pick up (recogida) será confirmado 24 horas antes del tour.</b></li><li>Adultos (Edad 16+)</li><li>Menores (Edad 10-15)</li></ol><div><b>MENU INCLUIDO</b></div><ol><li>Frutos secos, sandwich, galletas, jugo y fruta.</li></ol><br> |<ul><li>Guías especializados, preparados en la Escuela de Guías de la Patagonia.</li><li>Crampones y polainas.</li><li>Entrada al Parque Nacional Laguna San Rafael.</li><li>Estacionamiento.</li><li>Equipo de rescate y primeros auxilios.</li><li>Snack.</li><li>Box lunch.</li></ul> |<ul><li>Otros alimentos no especificados en el itinerario</li><li>Propinas</li></ul> |<ul><li>Recojo de Hoteles seleccionados en Puerto Río Tranquilo</li><li>Drop off: Hoteles seleccionados en Puerto Río Tranquilo<br></li></ul> |trekking-glaciar-exploradores |149000 |NULL |149000 |2021-06-28 |2022-12-31 |2021-06-28 12:28:29 |2021-06-30 18:24:33 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |149000 |149000 |24 |2 |2021-06-30 |Explorers Glacier Trek |auto |149000 |7 |Español,Inglés |08:00 |100p-7days |0 |Aysén |Tangol |Turismoi  |13 |0 |0 |1 |0 |0 |1
350 |258 |Tour por Fuerte Bulnes en Punta Arenas |<div>A través de este tour conoceremos el Fuerte Bulnes, construido en 1843 durante el gobierno de don Manuel Bulnes, posteriormente abandonado y nuevamente reconstruido entre 1941 y 1943. Este fuerte se ha convertido en un paseo obligado, ya que fue el primer asentamiento chileno del territorio y dio pie para la fundación de Punta Arenas.</div><div><br></div><div>Podrás elegir explorar este fuerte a través de un tour de medio día, donde podrás visitar la capilla, la cárcel, el patio de cañones, las caballerizas, los comedores, todo construido en madera nativa a golpes de hacha.&nbsp;<br><br><b>¡No te lo pierdas!</b></div> |<ol><li><b>QUE LLEVAR?<br></b>Calzado y vestimenta cómodos.<br>Ropa de abrigo.<br>Lentes de sol.<br>Protector Solar.</li><li><b>El Museo salesiano no está abierto los Lunes.</b></li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li><li>Infantes (Edad 0-2)</li></ol> |<ul><li>Transfer IN/OUT desde el hotel.</li><li>Guía en Español.</li></ul> |<ul><li>Entradas a los museos y Fuerte Bulnes.</li><li>Comidas y bebidas.</li><li>Propinas opcionales para guía y conductor.</li></ul> |<ul><li><span><b>Pick up y drop off: </b>Hoteles seleccionados en Punta Arenas.</span></li><li><span><b>Dias de operación: </b>de Lunes a Domingo&nbsp;</span></li><li><b>El Museo salesiano no está abierto los Lunes.</b></li></ul><div><br><br></div> |tour-por-fuerte-bulnes-en-punta-arenas |74000 |NULL |74000 |2021-06-28 |2022-12-31 |2021-06-28 14:02:25 |2021-06-28 16:31:24 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |74000 |74000 |24 |2 |2021-06-28 |Fort Bulnes tour in Punta Arenas |auto |74000 |5 |Español,Inglés |08:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
351 |258 |City Tour en Puerto Montt y Puerto Varas |Nuestro recorrido por la ciudad de&nbsp;Puerto Montt&nbsp;y&nbsp;Puerto Varas&nbsp;lo llevará a conocer las diversas atracciones y lugares emblemáticos que realzan la belleza de las ciudades conocidas como "la capital regional de los lagos" y "la ciudad de las rosas" respectivamente.<br><br>Cultura, arquitectura, naturaleza y sabores regionales nos esperan en este tour.<div><br></div><div><b>¡No te lo pierdas!</b></div> |<div><ol><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li><li>Infantes (Edad 0-2)</li></ol></div> |<ul><li>Traslado IN / OUT de hoteles en Puerto Varas/Puerto Montt</li><li>Guía español / inglés</li></ul> |<ul><li>Alimentos y bebidas</li><li>Extras no incluidos en el itinerario</li></ul> |<ul><li><span><b>Pick up y drop off: </b>Hoteles seleccionados en Puerto Varas/Puerto Montt</span></li><li><span><b>Dias de operación:</b> de Lunes a Domingo</span></li><li><b>Tour disponible hasta septiembre 2022</b></li></ul><br><div><br></div> |city-tour-en-puerto-montt-y-puerto-varas |140287 |NULL |140287 |2022-01-01 |2022-09-30 |2021-06-28 14:21:25 |2022-02-23 12:01:27 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |140287 |140287 |72 |1 |2021-06-28 |City Tour in Puerto Montt and Puerto Varas |auto |140287 |4 |Español,Inglés,Portugués |09:00 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
352 |258 |Excursión a Peulla |<div><div><div>Ven con nosotros a visitar los paisajes más bellos de la región de los&nbsp;lagos y volcanes de Chile, en una excursión de día completo saliendo desde&nbsp;Puerto Varas.&nbsp;</div><div><br></div><div>A través de este tour realizaremos una visita a los&nbsp;Saltos del Petrohué, navegaremos en catamarán por el&nbsp;lago "Todos los Santos"&nbsp;y pasearemos por el remoto&nbsp;pueblo de Peulla, explorando también la&nbsp;cascada "Velo de la Novia".&nbsp;</div><div><br></div><div>¡Será una excursión inolvidable!</div></div></div><div><div><div></div><div></div></div></div> |<ol><li>El horario de recogida será confirmado 24 horas antes del tour.</li><li>Para confirmar su reserva se requiere la siguiente información de cada pasajero individualmente:</li><li>Nombre completo</li><li>Fecha de nacimiento</li><li>DNI - Pasaporte</li><li>Hotel</li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li><li>Infantes (Edad 0-2)</li></ol> |<ul><li>Transfer IN / OUT de hoteles en Puerto Varas</li><li>Guía Español / Inglés</li><li>Entrada a Saltos de Petrohué</li><li>Navegación lago todos los santos ida y retorno (4 horas en total)<br></li></ul> |<ul><li>Almuerzo</li><li>Extras no incluidos en el itinerario</li></ul> |<ul><li><b>Punto de encuentro:</b> recojo de Hoteles seleccionados en Puerto Varas. El viajero debe indicar en que lugar esta hospedado para revisar si se encuentra en la zona de recojo</li><li><b>Dias de operación:</b>&nbsp;Viernes, Sábados y Domingo</li></ul> |excursion-a-peulla |77089 |NULL |77089 |2021-06-28 |2022-12-31 |2021-06-28 15:08:24 |2022-03-02 15:42:28 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |77089 |77089 |48 |2 |2021-06-30 |Excursion to Peulla |auto |77089 |NULL |Español,Inglés |09:00 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |5 |1 |0 |0 |0 |0 |3
353 |258 |Full Day por Isla Grande Chiloé |Aproveche nuestro&nbsp;tour&nbsp;a&nbsp;Chiloé&nbsp;desde&nbsp;Puerto Varas&nbsp;o&nbsp;Puerto Montt&nbsp;para conocer más sobre las costumbres de esta mágica isla que, debido a su aislamiento, es cuna de increíbles mitos y leyendas que hasta hoy se mantienen.<br><br>A través del&nbsp;tour Isla Grande, conocerás mucho más sobre esta isla, llegando más lejos y visitando las ciudades de&nbsp;Ancud,&nbsp;Castro&nbsp;y&nbsp;Dalcahue.<br><br>¡Será una visita impresionante llena de naturaleza e historias mágicas que no te querrás perder! |<ol><li>Por favor avisar la ciudad de salida al momento de la reserva.</li><li>Adultos (Edad 10+)</li><li>Menores (Edad 3-9)</li><li>Infantes (Edad 0-2)</li></ol> |<ul><li>Recogida y traslado de regreso al hotel.</li><li>Guía durante toda la visita</li></ul> |<ul><li>Entradas y/o tasas de navegación no mencionadas en el itinerario</li><li>Almuerzo, alimentos y/o bebidas no mencionadas en el itinerario</li><li>Propinas</li></ul> |<ul><li><span><b>Punto de encuentro:</b> recojo de Hoteles seleccionados en Puerto Varas o Puerto Montt&nbsp;</span></li><li><span><b>Dias de operación: </b>todos los dias</span></li><li><b>Disponible hasta Septiembre 2022</b></li></ul><br><div><br></div> |full-day-por-isla-grande-chiloe |61553 |NULL |61553 |2022-01-01 |2022-09-30 |2021-06-29 09:06:28 |2022-02-23 12:42:49 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |61553 |61553 |72 |2 |2021-06-30 |Full Day around Isla Grande Chiloé |auto |61553 |NULL |Español,Portugués |08:00 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
354 |258 |Saltos de Petrohue y Volcán Osorno en Bicicleta |<div>¡Acompáñanos a disfrutar&nbsp;Puerto Varas&nbsp;de una forma distinta!&nbsp;</div><div><br></div><div>Mientras realizamos un recorrido terrestre por&nbsp;Saltos del Petrohué, Lago Todos los Santos, y Volcán Osorno nuestras bicicletas nos acompañan en todo momento para cuando queramos pedalear por la espectacular&nbsp;ciclovía&nbsp;de 80 Km, disfrutando de los hermosos paisajes que rodean el lugar. Además, tendremos tiempo para descansar y realizar actividades opcionales que completarán este emocionante día.</div><div><br></div><div>¡No te lo pierdas!</div> |<div><ol><li>Adultos (Edad 10+)</li></ol><div><div><div></div><div></div><div></div></div></div></div><div><div><div><div></div><div></div><div></div></div></div></div> |<ul><li>Transporte</li><li>Bicicletas y cascos.</li><li>Chofer-guía en Español e Inglés.</li></ul> |<ul><li>Entrada Saltos del Petrohué,</li><li>Entrada al Parque Nacional Vicente Pérez Rosales</li><li>Almuerzo</li><li>Actividades opcionales.</li></ul> |<ul><li><span><b>Punto de encuentro: </b>recojo de Hoteles en Puerto Varas</span></li><li><span><b>Dias de operación: </b>todos los dias</span></li><li><b>Disponible hasta Octubre 2022</b></li></ul><br><br> |saltos-de-petrohue-y-volcan-osorno-en-bicicleta |67124 |NULL |67124 |2021-07-01 |2022-12-31 |2021-06-29 10:37:52 |2022-02-23 12:57:30 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |67124 |67124 |72 |2 |2021-06-30 |Petrohue Falls and Osorno Volcano by Bike |auto |67124 |NULL |Español,Inglés |09:00 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
355 |258 |Lago Llanquihue en Bicicleta |<div>A través de nuestro&nbsp;paseo en bicicleta por el&nbsp;lago Llanquihue, los invitamos a recorrer antiguos caminos que conectan las ciudades de&nbsp;Puerto Varas, Llanquihue y Frutillar.&nbsp;</div><div><br></div><div>Durante este tour, tendremos la oportunidad de ver paisajes increíbles a través de un divertido paseo, donde además de tener las mejores vistas de&nbsp; los volcanes Osorno, Calbuco y Monte Tronador, visitaremos el&nbsp;Teatro del Lago y el Museo de la colonización&nbsp;en la ciudad de Frutillar.</div><div><br></div><div>Si eres amante del aire libre, este tour es para ti.&nbsp;¡Reserva ahora!</div> |<ol><li><b>REQUISITOS FISICOS:<br></b>El recorrido incluye un recorrido de 30 km en bicicleta en terreno irregular y en subida.<br>El uso de bicicletas es para mayores de 12 años.</li><li><b>QUE LLEVAR?:<br></b>Agua<br>Ropa y calzado cómodos<br>Protector solar</li></ol> |<ul><li>Transfer IN / OUT de hoteles en Puerto Varas</li><li>Guía Español / Inglés</li></ul> |<ul><li>Alimentos y bebidas</li></ul> |<ul><li><b>Punto de encuentro:</b> recojo en Hoteles seleccionados en Puerto Varas</li><li>Dias de operación: todos los días</li><li>Tour disponible hasta Octubre 2022</li></ul> |lago-llanquihue-en-bicicleta |87275 |NULL |87275 |2022-01-01 |2022-10-30 |2021-06-29 10:54:45 |2022-02-23 13:07:29 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |87275 |87275 |72 |2 |2021-06-30 |Lake Llanquihue by Bike |auto |87275 |NULL |Español,Inglés |09:00 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
356 |258 |Trekking en el Parque Nacional Alerce Andino |<div>¡Realiza con nosotros una&nbsp;caminata&nbsp;a través del&nbsp;Parque Nacional Alerce Andino! Este increíble&nbsp;Parque Nacional&nbsp;se encuentra en las cercanías con Puerto Montt, y está ubicado en el inicio de la&nbsp;Carretera Austral.&nbsp;</div><div><br></div><div>Podrás realizar un&nbsp;trekking&nbsp;de acuerdo a tu condición física llegando hasta el&nbsp;Alerce Milenario, o una&nbsp;caminata&nbsp;de hasta 5 horas ida y vuelta, hasta el&nbsp;lago Chaiquenes.&nbsp;</div><div><br></div><div>Te invitamos a disfrutar de un día en la naturaleza en este divertido tour:</div><div><br></div><div>¡No te lo pierdas!</div> |<ol><li><b>REQUISITOS FISICOS: </b>El tour incluye un trekking de 5 horas y hasta 12 Km de recorrido entre ida y vuelta.</li><li>Adultos (Edad 10+)</li></ol> |<ul><li>Transporte Terrestre</li><li>Chofer-guía en español e inglés intermedio</li><li>Visita al Parque Alerce Andino</li><li>Snack tipo picnic.</li></ul> |<ul><li>Entrada al Parque Nacional</li></ul> |<ul><li><span><b>Punto de encuentro: </b>recojo de Hoteles en Puerto Varas</span></li><li><span><b>Frecuencia:</b> todos los dias</span></li><li>Tour disponible hasta Octubre 2022</li></ul> |trekking-en-el-parque-nacional-alerce-andino |87275 |NULL |87275 |2022-01-01 |2022-10-30 |2021-06-29 11:59:00 |2022-02-23 13:16:56 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |87275 |87275 |72 |2 |2021-06-30 |Trekking in the Alerce Andino National Park |auto |87275 |8 |Español,Inglés |09:00 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
