tour_id	tour_user_id	tour_name	tour_description	tour_starter_point	URL	tour_price	tour_child_price	tour_viality_from	tour_viality_to	tour_created_at	tour_update_at	tour_days	tour_nights	tour_state	tour_hounsing_type	tour_country_id	tour_housing_name	tour_stock	tour_commision	tour_in_home	tour_is_canatour	tour_blocked	tour_adult_foreigner_price	tour_child_foreigner_price	tour_purchase_time	tour_min_passenger	tour_published_on	tour_name_en	tour_translation_mode	tour_list_price	tour_duration_in_hours	tour_language	tour_start_time	tour_cancellation_policy	tour_reservations_count	turismoi_network	saas_network	tour_operador_name	payment_type
205|	126|	Geysers del Tatio|	<ul><li>Sin dudas el tour de los Geysers del Tatio es uno de los paseos&nbsp;más impactantes y completos&nbsp;que tenemos&nbsp;para ofrecer.&nbsp;</li><li>Aquí podremos conocer&nbsp;uno de los campos Geotermales mas grandes del mundo&nbsp;ubicado a 4.300 metros de altura.</li><li>Podremos disfrutar también de las variadas opciones que el desierto de atacama tiene para ofrecer como&nbsp;baño de aguas termales, avistamiento de&nbsp;flamencos&nbsp;y diversidad de fauna y flora y pasear por&nbsp;pueblos típicos atacameños&nbsp;y conocer sus costumbres. Acompañanos!</li></ul>|	<ul><li>Recogida en hotel (ubicado en San Pedro de Atacama) de <b>04:30</b> a<b> 05:00 am.</b></li><li>Vuelta a San Pedro de Atacama a las<b> 12:30 m.</b></li><li><b>Coordinar con el operador.</b></li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	geysers-del-tatio|	35000|	35000|	2019-11-14|	2022-12-31|	2019-11-14 10:27:59|	2022-02-21 12:04:20|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	35000|	35000|	24|	1|	2020-09-22|	Tatio Geysers|	auto|	35000|	8|	Español,Inglés|	04:30|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
205|	126|	Geysers del Tatio|	<ul><li>Sin dudas el tour de los Geysers del Tatio es uno de los paseos&nbsp;más impactantes y completos&nbsp;que tenemos&nbsp;para ofrecer.&nbsp;</li><li>Aquí podremos conocer&nbsp;uno de los campos Geotermales mas grandes del mundo&nbsp;ubicado a 4.300 metros de altura.</li><li>Podremos disfrutar también de las variadas opciones que el desierto de atacama tiene para ofrecer como&nbsp;baño de aguas termales, avistamiento de&nbsp;flamencos&nbsp;y diversidad de fauna y flora y pasear por&nbsp;pueblos típicos atacameños&nbsp;y conocer sus costumbres. Acompañanos!</li></ul>|	<ul><li>Recogida en hotel (ubicado en San Pedro de Atacama) de <b>04:30</b> a<b> 05:00 am.</b></li><li>Vuelta a San Pedro de Atacama a las<b> 12:30 m.</b></li><li><b>Coordinar con el operador.</b></li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	geysers-del-tatio|	35000|	35000|	2019-11-14|	2022-12-31|	2019-11-14 10:27:59|	2022-02-21 12:04:20|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	35000|	35000|	24|	1|	2020-09-22|	Tatio Geysers|	auto|	35000|	8|	Español,Inglés|	04:30|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
205|	126|	Geysers del Tatio|	<ul><li>Sin dudas el tour de los Geysers del Tatio es uno de los paseos&nbsp;más impactantes y completos&nbsp;que tenemos&nbsp;para ofrecer.&nbsp;</li><li>Aquí podremos conocer&nbsp;uno de los campos Geotermales mas grandes del mundo&nbsp;ubicado a 4.300 metros de altura.</li><li>Podremos disfrutar también de las variadas opciones que el desierto de atacama tiene para ofrecer como&nbsp;baño de aguas termales, avistamiento de&nbsp;flamencos&nbsp;y diversidad de fauna y flora y pasear por&nbsp;pueblos típicos atacameños&nbsp;y conocer sus costumbres. Acompañanos!</li></ul>|	<ul><li>Recogida en hotel (ubicado en San Pedro de Atacama) de <b>04:30</b> a<b> 05:00 am.</b></li><li>Vuelta a San Pedro de Atacama a las<b> 12:30 m.</b></li><li><b>Coordinar con el operador.</b></li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	geysers-del-tatio|	35000|	35000|	2019-11-14|	2022-12-31|	2019-11-14 10:27:59|	2022-02-21 12:04:20|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	35000|	35000|	24|	1|	2020-09-22|	Tatio Geysers|	auto|	35000|	8|	Español,Inglés|	04:30|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
206|	126|	Lagunas Escondidas de Baltinache|	<ul><li>Ven a disfrutar de de estas&nbsp;7 lagunas turquesas&nbsp; con el Tour Lagunas Escondidas. Localizadas en el sector sureste del &nbsp;gran Salar de Atacama, este conjunto de lagunas&nbsp;contienen 8 veces mas sal que el agua de mar, lo que va a permitirles experimentar el&nbsp;efecto flotante&nbsp;de ellas.</li><li>El circuito incluye también paradas donde podremos conocer mejor las cordilleras mas famosas del desierto, un&nbsp;snack&nbsp;sin igual y una&nbsp;puesta del sol&nbsp;encantadora en el&nbsp;Parador Lickanantay&nbsp;&nbsp;Vamos!</li></ul><p></p>|	<ul><li>Agencia de Turismo en Calle Caracoles (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	lagunas-escondidas-de-baltinache|	30000|	30000|	2019-11-14|	2022-12-31|	2019-11-14 12:29:56|	2022-02-21 12:07:31|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	30000|	30000|	24|	1|	2020-09-22|	Hidden Lagoons of Baltinache|	auto|	30000|	6|	Español,Inglés|	14:25|	100p-7days|	0|	1|	1|	Pukarumi Travel|	pago extornado|
206|	126|	Lagunas Escondidas de Baltinache|	<ul><li>Ven a disfrutar de de estas&nbsp;7 lagunas turquesas&nbsp; con el Tour Lagunas Escondidas. Localizadas en el sector sureste del &nbsp;gran Salar de Atacama, este conjunto de lagunas&nbsp;contienen 8 veces mas sal que el agua de mar, lo que va a permitirles experimentar el&nbsp;efecto flotante&nbsp;de ellas.</li><li>El circuito incluye también paradas donde podremos conocer mejor las cordilleras mas famosas del desierto, un&nbsp;snack&nbsp;sin igual y una&nbsp;puesta del sol&nbsp;encantadora en el&nbsp;Parador Lickanantay&nbsp;&nbsp;Vamos!</li></ul><p></p>|	<ul><li>Agencia de Turismo en Calle Caracoles (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	lagunas-escondidas-de-baltinache|	30000|	30000|	2019-11-14|	2022-12-31|	2019-11-14 12:29:56|	2022-02-21 12:07:31|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	30000|	30000|	24|	1|	2020-09-22|	Hidden Lagoons of Baltinache|	auto|	30000|	6|	Español,Inglés|	14:25|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
206|	126|	Lagunas Escondidas de Baltinache|	<ul><li>Ven a disfrutar de de estas&nbsp;7 lagunas turquesas&nbsp; con el Tour Lagunas Escondidas. Localizadas en el sector sureste del &nbsp;gran Salar de Atacama, este conjunto de lagunas&nbsp;contienen 8 veces mas sal que el agua de mar, lo que va a permitirles experimentar el&nbsp;efecto flotante&nbsp;de ellas.</li><li>El circuito incluye también paradas donde podremos conocer mejor las cordilleras mas famosas del desierto, un&nbsp;snack&nbsp;sin igual y una&nbsp;puesta del sol&nbsp;encantadora en el&nbsp;Parador Lickanantay&nbsp;&nbsp;Vamos!</li></ul><p></p>|	<ul><li>Agencia de Turismo en Calle Caracoles (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	lagunas-escondidas-de-baltinache|	30000|	30000|	2019-11-14|	2022-12-31|	2019-11-14 12:29:56|	2022-02-21 12:07:31|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	30000|	30000|	24|	1|	2020-09-22|	Hidden Lagoons of Baltinache|	auto|	30000|	6|	Español,Inglés|	14:25|	100p-7days|	0|	1|	1|	Pukarumi Travel|	pago aprobado|
206|	126|	Lagunas Escondidas de Baltinache|	<ul><li>Ven a disfrutar de de estas&nbsp;7 lagunas turquesas&nbsp; con el Tour Lagunas Escondidas. Localizadas en el sector sureste del &nbsp;gran Salar de Atacama, este conjunto de lagunas&nbsp;contienen 8 veces mas sal que el agua de mar, lo que va a permitirles experimentar el&nbsp;efecto flotante&nbsp;de ellas.</li><li>El circuito incluye también paradas donde podremos conocer mejor las cordilleras mas famosas del desierto, un&nbsp;snack&nbsp;sin igual y una&nbsp;puesta del sol&nbsp;encantadora en el&nbsp;Parador Lickanantay&nbsp;&nbsp;Vamos!</li></ul><p></p>|	<ul><li>Agencia de Turismo en Calle Caracoles (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	lagunas-escondidas-de-baltinache|	30000|	30000|	2019-11-14|	2022-12-31|	2019-11-14 12:29:56|	2022-02-21 12:07:31|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	30000|	30000|	24|	1|	2020-09-22|	Hidden Lagoons of Baltinache|	auto|	30000|	6|	Español,Inglés|	14:25|	100p-7days|	0|	1|	1|	Pukarumi Travel|	pago aprobado|
206|	126|	Lagunas Escondidas de Baltinache|	<ul><li>Ven a disfrutar de de estas&nbsp;7 lagunas turquesas&nbsp; con el Tour Lagunas Escondidas. Localizadas en el sector sureste del &nbsp;gran Salar de Atacama, este conjunto de lagunas&nbsp;contienen 8 veces mas sal que el agua de mar, lo que va a permitirles experimentar el&nbsp;efecto flotante&nbsp;de ellas.</li><li>El circuito incluye también paradas donde podremos conocer mejor las cordilleras mas famosas del desierto, un&nbsp;snack&nbsp;sin igual y una&nbsp;puesta del sol&nbsp;encantadora en el&nbsp;Parador Lickanantay&nbsp;&nbsp;Vamos!</li></ul><p></p>|	<ul><li>Agencia de Turismo en Calle Caracoles (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	lagunas-escondidas-de-baltinache|	30000|	30000|	2019-11-14|	2022-12-31|	2019-11-14 12:29:56|	2022-02-21 12:07:31|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	30000|	30000|	24|	1|	2020-09-22|	Hidden Lagoons of Baltinache|	auto|	30000|	6|	Español,Inglés|	14:25|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
206|	126|	Lagunas Escondidas de Baltinache|	<ul><li>Ven a disfrutar de de estas&nbsp;7 lagunas turquesas&nbsp; con el Tour Lagunas Escondidas. Localizadas en el sector sureste del &nbsp;gran Salar de Atacama, este conjunto de lagunas&nbsp;contienen 8 veces mas sal que el agua de mar, lo que va a permitirles experimentar el&nbsp;efecto flotante&nbsp;de ellas.</li><li>El circuito incluye también paradas donde podremos conocer mejor las cordilleras mas famosas del desierto, un&nbsp;snack&nbsp;sin igual y una&nbsp;puesta del sol&nbsp;encantadora en el&nbsp;Parador Lickanantay&nbsp;&nbsp;Vamos!</li></ul><p></p>|	<ul><li>Agencia de Turismo en Calle Caracoles (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	lagunas-escondidas-de-baltinache|	30000|	30000|	2019-11-14|	2022-12-31|	2019-11-14 12:29:56|	2022-02-21 12:07:31|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	30000|	30000|	24|	1|	2020-09-22|	Hidden Lagoons of Baltinache|	auto|	30000|	6|	Español,Inglés|	14:25|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
206|	126|	Lagunas Escondidas de Baltinache|	<ul><li>Ven a disfrutar de de estas&nbsp;7 lagunas turquesas&nbsp; con el Tour Lagunas Escondidas. Localizadas en el sector sureste del &nbsp;gran Salar de Atacama, este conjunto de lagunas&nbsp;contienen 8 veces mas sal que el agua de mar, lo que va a permitirles experimentar el&nbsp;efecto flotante&nbsp;de ellas.</li><li>El circuito incluye también paradas donde podremos conocer mejor las cordilleras mas famosas del desierto, un&nbsp;snack&nbsp;sin igual y una&nbsp;puesta del sol&nbsp;encantadora en el&nbsp;Parador Lickanantay&nbsp;&nbsp;Vamos!</li></ul><p></p>|	<ul><li>Agencia de Turismo en Calle Caracoles (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul>|	lagunas-escondidas-de-baltinache|	30000|	30000|	2019-11-14|	2022-12-31|	2019-11-14 12:29:56|	2022-02-21 12:07:31|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	30000|	30000|	24|	1|	2020-09-22|	Hidden Lagoons of Baltinache|	auto|	30000|	6|	Español,Inglés|	14:25|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
207|	129|	Tour por las Islas de Pascua- Full Day|	Disfruta de un espectacular recorrido por la costa nor/sudeste de la isla en compañía de un guía local. Un tour que te dejará impactado con los pasajes y la alucinante cultura rapa nui.<br><br>Queremos compartir contigo este legado único que han dejado los ancestros, queremos compartir historia, cultura y paisajes de una forma inolvidable y responsable, cuidando nuestra isla, medio ambiente y todos los visitantes.&nbsp;<br><br>Nuestros guías están altamente capacitados y con ganas de enseñarte mucho mas de lo que está acá descrito.<br>|	<ul><li><b>Desde Hanga Roa. </b>Recepción de hotel o alojamiento.</li><li>Una vez reservado, se coordina con el operador</li></ul>|	tour-por-las-islas-de-pascua-full-day|	40000|	25000|	2019-11-15|	2021-12-31|	2019-11-14 14:23:10|	2020-01-31 18:26:40|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	40000|	25000|	5|	1|	2020-01-22|	Easter Islands Tour - Full Day|	auto|	40000|	8|	Español,Inglés,Francés|	09:30|	100p-7days|	0|	1|	1|	Dream & Discover SPA|	NULL|
208|	126|	Valle de la Luna|	Sin dudas el <b>Tour al Valle de la Luna </b>es uno de los imperdibles de la región. Forma parte de la <b>Reserva Nacional de los Flamencos</b> y constituye un paisaje único donde&nbsp;procesos geologicos y climáticos&nbsp;intervienen para originar uno de los&nbsp;escenarios naturales mas impactantes y singulares&nbsp;del mundo.<br><br>Recorreremos su superficie similar a la luna, sus <b>cavernas de sal&nbsp;y mirantes naturales</b>, que forman parte de una actividad que los visitantes del desierto no pueden dejar pasar.<br>|	<ul><li>Punto de partida:&nbsp;Agencia en Calle Caracoles en <b>Antofagasta&nbsp;</b>(ubicado en San Pedro de Atacama).<br></li><li><b>Coordinar con el operador.</b></li><li><b>Dias de operacion: de Lunes a Viernes</b></li><li><b>Importante:&nbsp;</b>tiene que comprar su entrada con anticipacion en puntoticket.com&nbsp;</li></ul>|	valle-de-la-luna|	28000|	28000|	2022-01-01|	2022-12-31|	2019-11-14 15:31:32|	2022-05-25 11:33:30|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	28000|	28000|	24|	1|	2022-05-25|	Valley of the moon|	auto|	28000|	4|	Español,Inglés|	15:55|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
209|	126|	Piedras Rojas + Lagunas Altiplánicas Full Day|	<ul><li>Piedras Rojas&nbsp;es un paseo FULL DAY por el sector sur oeste del desierto de Atacama donde &nbsp;visitaremos las&nbsp;Lagunas Altiplánicas&nbsp;más reconocidas&nbsp; del lugar, diversidad de salares, incluyendo el&nbsp;Salar de Atacama, pueblos originarios atacameños&nbsp;y el hermoso Mirador de Piedras Rojas que todo amante de la fotografía y la naturaleza tiene que conocer.</li><li>La curiosa fauna andina, como&nbsp;flamencos y vicuñas, se hará presente en nuestra ruta y podremos apreciar de cerca estos magnificos ejemplares.&nbsp;Una propuesta completa con excelente desayuno y almuerzo incluido para apreciar los&nbsp;paisajes excepcionales del desierto chileno.</li></ul>|	<ul><li>Punto de partida: San Pedro de Atacama.</li><li>Entre las 7:30 a.m. y 8:00 a.m., los recogeremos&nbsp;en el hotel (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: </b>de Lunes a Viernes</li></ul>|	piedras-rojas-lagunas-altiplanicas-full-day|	55000|	55000|	2022-01-01|	2022-12-31|	2019-11-14 15:59:08|	2022-05-26 10:18:24|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	55000|	55000|	24|	1|	2022-05-25|	Red Stones + Altiplanic Lagoons Full Day|	auto|	55000|	NULL|	Español,Inglés|	07:30|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
209|	126|	Piedras Rojas + Lagunas Altiplánicas Full Day|	<ul><li>Piedras Rojas&nbsp;es un paseo FULL DAY por el sector sur oeste del desierto de Atacama donde &nbsp;visitaremos las&nbsp;Lagunas Altiplánicas&nbsp;más reconocidas&nbsp; del lugar, diversidad de salares, incluyendo el&nbsp;Salar de Atacama, pueblos originarios atacameños&nbsp;y el hermoso Mirador de Piedras Rojas que todo amante de la fotografía y la naturaleza tiene que conocer.</li><li>La curiosa fauna andina, como&nbsp;flamencos y vicuñas, se hará presente en nuestra ruta y podremos apreciar de cerca estos magnificos ejemplares.&nbsp;Una propuesta completa con excelente desayuno y almuerzo incluido para apreciar los&nbsp;paisajes excepcionales del desierto chileno.</li></ul>|	<ul><li>Punto de partida: San Pedro de Atacama.</li><li>Entre las 7:30 a.m. y 8:00 a.m., los recogeremos&nbsp;en el hotel (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: </b>de Lunes a Viernes</li></ul>|	piedras-rojas-lagunas-altiplanicas-full-day|	55000|	55000|	2022-01-01|	2022-12-31|	2019-11-14 15:59:08|	2022-05-26 10:18:24|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	55000|	55000|	24|	1|	2022-05-25|	Red Stones + Altiplanic Lagoons Full Day|	auto|	55000|	NULL|	Español,Inglés|	07:30|	100p-7days|	0|	1|	1|	Pukarumi Travel|	pago extornado|
209|	126|	Piedras Rojas + Lagunas Altiplánicas Full Day|	<ul><li>Piedras Rojas&nbsp;es un paseo FULL DAY por el sector sur oeste del desierto de Atacama donde &nbsp;visitaremos las&nbsp;Lagunas Altiplánicas&nbsp;más reconocidas&nbsp; del lugar, diversidad de salares, incluyendo el&nbsp;Salar de Atacama, pueblos originarios atacameños&nbsp;y el hermoso Mirador de Piedras Rojas que todo amante de la fotografía y la naturaleza tiene que conocer.</li><li>La curiosa fauna andina, como&nbsp;flamencos y vicuñas, se hará presente en nuestra ruta y podremos apreciar de cerca estos magnificos ejemplares.&nbsp;Una propuesta completa con excelente desayuno y almuerzo incluido para apreciar los&nbsp;paisajes excepcionales del desierto chileno.</li></ul>|	<ul><li>Punto de partida: San Pedro de Atacama.</li><li>Entre las 7:30 a.m. y 8:00 a.m., los recogeremos&nbsp;en el hotel (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: </b>de Lunes a Viernes</li></ul>|	piedras-rojas-lagunas-altiplanicas-full-day|	55000|	55000|	2022-01-01|	2022-12-31|	2019-11-14 15:59:08|	2022-05-26 10:18:24|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	55000|	55000|	24|	1|	2022-05-25|	Red Stones + Altiplanic Lagoons Full Day|	auto|	55000|	NULL|	Español,Inglés|	07:30|	100p-7days|	0|	1|	1|	Pukarumi Travel|	pago extornado|
209|	126|	Piedras Rojas + Lagunas Altiplánicas Full Day|	<ul><li>Piedras Rojas&nbsp;es un paseo FULL DAY por el sector sur oeste del desierto de Atacama donde &nbsp;visitaremos las&nbsp;Lagunas Altiplánicas&nbsp;más reconocidas&nbsp; del lugar, diversidad de salares, incluyendo el&nbsp;Salar de Atacama, pueblos originarios atacameños&nbsp;y el hermoso Mirador de Piedras Rojas que todo amante de la fotografía y la naturaleza tiene que conocer.</li><li>La curiosa fauna andina, como&nbsp;flamencos y vicuñas, se hará presente en nuestra ruta y podremos apreciar de cerca estos magnificos ejemplares.&nbsp;Una propuesta completa con excelente desayuno y almuerzo incluido para apreciar los&nbsp;paisajes excepcionales del desierto chileno.</li></ul>|	<ul><li>Punto de partida: San Pedro de Atacama.</li><li>Entre las 7:30 a.m. y 8:00 a.m., los recogeremos&nbsp;en el hotel (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: </b>de Lunes a Viernes</li></ul>|	piedras-rojas-lagunas-altiplanicas-full-day|	55000|	55000|	2022-01-01|	2022-12-31|	2019-11-14 15:59:08|	2022-05-26 10:18:24|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	55000|	55000|	24|	1|	2022-05-25|	Red Stones + Altiplanic Lagoons Full Day|	auto|	55000|	NULL|	Español,Inglés|	07:30|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
209|	126|	Piedras Rojas + Lagunas Altiplánicas Full Day|	<ul><li>Piedras Rojas&nbsp;es un paseo FULL DAY por el sector sur oeste del desierto de Atacama donde &nbsp;visitaremos las&nbsp;Lagunas Altiplánicas&nbsp;más reconocidas&nbsp; del lugar, diversidad de salares, incluyendo el&nbsp;Salar de Atacama, pueblos originarios atacameños&nbsp;y el hermoso Mirador de Piedras Rojas que todo amante de la fotografía y la naturaleza tiene que conocer.</li><li>La curiosa fauna andina, como&nbsp;flamencos y vicuñas, se hará presente en nuestra ruta y podremos apreciar de cerca estos magnificos ejemplares.&nbsp;Una propuesta completa con excelente desayuno y almuerzo incluido para apreciar los&nbsp;paisajes excepcionales del desierto chileno.</li></ul>|	<ul><li>Punto de partida: San Pedro de Atacama.</li><li>Entre las 7:30 a.m. y 8:00 a.m., los recogeremos&nbsp;en el hotel (ubicado en San Pedro de Atacama).</li><li>Coordinar con el operador.</li><li><b>Dias de operación: </b>de Lunes a Viernes</li></ul>|	piedras-rojas-lagunas-altiplanicas-full-day|	55000|	55000|	2022-01-01|	2022-12-31|	2019-11-14 15:59:08|	2022-05-26 10:18:24|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	55000|	55000|	24|	1|	2022-05-25|	Red Stones + Altiplanic Lagoons Full Day|	auto|	55000|	NULL|	Español,Inglés|	07:30|	100p-7days|	0|	1|	1|	Pukarumi Travel|	NULL|
210|	128|	Tour Valparaíso Viña del Mar Grupos Pequeños|	Conoceremos las 2 ciudades turísticas mas importante de la región, Valparaíso patrimonio de la Humanidad con sus hermosos miradores nos introduciremos en el corazón de los Cerros para caminar y ver su arquitectura, luego visitaremos Viña del Mar ciudad Jardín recorreremos su borde costero para apreciar sus playas mas importantes y su arquitectura mas nueva.|	<ul><li>Punto de partida: Valparaíso.</li><li>Recogida en su hotel.<br></li><li>Coordinar su salida con el operador.</li></ul>|	tour-valparaiso-vina-del-mar-grupos-pequenos|	20000|	12000|	2019-11-16|	2020-12-30|	2019-11-15 09:46:56|	2020-01-02 16:32:37|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	0|	20000|	12000|	12|	1|	2020-01-02|	Tour Valparaíso Viña del Mar Small Groups|	auto|	20000|	NULL|	Español,Inglés,Portugués|	07:00|	100p-7days|	0|	1|	1|	TAC Turismo|	NULL|
210|	128|	Tour Valparaíso Viña del Mar Grupos Pequeños|	Conoceremos las 2 ciudades turísticas mas importante de la región, Valparaíso patrimonio de la Humanidad con sus hermosos miradores nos introduciremos en el corazón de los Cerros para caminar y ver su arquitectura, luego visitaremos Viña del Mar ciudad Jardín recorreremos su borde costero para apreciar sus playas mas importantes y su arquitectura mas nueva.|	<ul><li>Punto de partida: Valparaíso.</li><li>Recogida en su hotel.<br></li><li>Coordinar su salida con el operador.</li></ul>|	tour-valparaiso-vina-del-mar-grupos-pequenos|	20000|	12000|	2019-11-16|	2020-12-30|	2019-11-15 09:46:56|	2020-01-02 16:32:37|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	0|	20000|	12000|	12|	1|	2020-01-02|	Tour Valparaíso Viña del Mar Small Groups|	auto|	20000|	NULL|	Español,Inglés,Portugués|	07:00|	100p-7days|	0|	1|	1|	TAC Turismo|	NULL|
211|	129|	Full Day Explore|	<p>Disfruta de un espectacular recorrido por&nbsp;puntos imperdibles de la isla en compañía de un guía local. </p><p>Si vienes a Rapa Nui, no puedes perderte la experiencia de conocer las cavernas y la ciudad ceremonial.</p><p>Un tour que te dejará impactado con los pasajes y la alucinante cultura Rapa Nui.<br></p>|	Recepción de Hotel o Alojamiento.|	full-day-explore|	45000|	22500|	2019-11-17|	2021-08-12|	2019-11-15 14:55:37|	2019-11-15 14:55:39|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	0|	70|	35|	6|	1|	NULL|	Full Day Explore|	auto|	45000|	NULL|	Español,Inglés,Francés|	09:30|	100p-7days|	0|	1|	1|	Dream & Discover SPA|	NULL|
